row_id,planet_name,num_stars,num_planets,num_moons,orbital_period,radius_in_earth,mass_in_earth,planet_mass,eccentricity,equilibrium_temp_K,st_eff_temp_k,st_radius,st_mass
2835,Kepler-1604 b,1,1,0,0.68368426,1.39,,,0,1612,5017,0.75,0.81
2836,Kepler-1605 b,1,1,0,85.7567919,2.99,,,0,528,5037,2.21,1.08
2837,Kepler-1606 b,1,1,0,196.435224,1.98,,,0,276,5536,0.82,0.9
2838,Kepler-1607 b,1,1,0,13.6473676,0.92,,,,,6116,1.21,1.14
2839,Kepler-1608 b,1,1,0,16.4735686,1.8,,,0,612,5364,0.75,0.7
2840,Kepler-1609 b,1,1,0,114.34219,2.05,,,0,428,6257,1.19,1.23
2841,Kepler-161 b,1,2,0,4.92135468,2.07,,,0,838,5079,0.74,0.82
2842,Kepler-161 c,1,2,0,7.06425644,1.96,,,0,743,5079,0.74,0.82
2843,Kepler-1610 b,1,2,0,8.70181574,1.45,,,0,749,5295,0.8,0.82
2844,Kepler-1610 c,1,2,0,44.9851882,1.98,,,0,433,5295,0.8,0.82
2845,Kepler-1611 b,1,1,0,5.1762429,0.66,,,0,887,5511,0.72,0.79
2846,Kepler-1612 b,1,1,0,3.91794676,0.94,,,0,1030,5500,0.87,0.97
2847,Kepler-1613 b,1,1,0,1.5184299,2.34,,,0,1927,6302,1.27,1.06
2848,Kepler-1614 b,1,1,0,3.94665133,,,,,,5107,0.94,0.86
2849,Kepler-1615 b,1,1,0,47.31239762,,,,,,5670,1.62,1.01
2850,Kepler-1616 b,1,1,0,6.76284377,0.88,,,0,1138,6528,1.16,1.18
2851,Kepler-1617 b,1,1,0,27.4784659,,,,,,5988.14,1.38,1.1
2852,Kepler-1618 b,1,1,0,6.10826019,1.07,,,0,1311,6725,1.39,1.28
2853,Kepler-1619 b,1,1,0,23.62209527,,,,,,5724.26,1.48,1.02
2854,Kepler-162 b,1,2,0,6.91986734,1.56,,,,,6089,1.2,1.12
2855,Kepler-162 c,1,2,0,19.44638698,3.28,,,0,681,5815,0.95,0.88
2856,Kepler-1620 b,1,1,0,101.951829,1.36,,,0,428,6210,1.05,1.03
2857,Kepler-1621 b,1,1,0,,2.456,,,,,6087,1.42,
2858,Kepler-1622 b,1,1,0,10.8118317,1.24,,,0,922,6025,1.2,1.12
2859,Kepler-1623 b,1,1,0,4.36128348,1.3,,,0,1090,5817,0.96,1.06
2860,Kepler-1624 b,1,1,0,3.29030844,,,,,,3579,0.57,0.56
2861,Kepler-1625 b,1,1,0,287.377314,,,,,,5413,1.88,0.94
2862,Kepler-1626 b,1,1,0,4.13962966,2.02,,,,,6826,1.85,1.51
2863,Kepler-1627 b,1,1,0,,3.76,,,,,5395,0.88,
2864,Kepler-1628 b,1,1,0,76.378033,7.24,,,0,241,3877,0.59,0.59
2865,Kepler-1629 b,1,1,0,3.87594316,0.68,,,0,1081,5713,0.89,1.01
2866,Kepler-163 b,1,2,0,7.81104769,,,,,,5410.9,0.97,0.94
2867,Kepler-163 c,1,2,0,21.3473612,2.23,,,0,623,5772,0.9,1
2868,Kepler-1630 b,1,1,0,509.997402,2.62,,,0,182,5037,0.76,0.72
2869,Kepler-1631 b,1,1,0,,1.897,,,,,5870,1.05,
2870,Kepler-1632 b,1,1,0,448.303558,1.66,,,0,232,6070,0.81,0.84
2871,Kepler-1633 b,1,1,0,62.134919,,,,,,6168.72,1.84,1.18
2872,Kepler-1634 b,1,1,0,374.876239,3.19,,,,,5474,0.89,0.92
2873,Kepler-1635 b,1,1,0,469.61309,3.24,,,0,200,5474,0.76,0.85
2874,Kepler-1636 b,1,1,0,425.483539,,,,,,5619.51,1.39,0.99
2875,Kepler-1637 b,1,1,0,6.10968225,,,,,,,,
2876,Kepler-1638 b,1,1,0,259.33683,1.7,,,0,281,5906,0.85,0.77
2877,Kepler-1639 b,1,1,0,9.8788502,2.64,,,0,1003,6477,1.15,1.1
2878,Kepler-164 b,1,4,0,5.03506543,1.45,,,0,1231,6353,1.14,1.08
2879,Kepler-164 c,1,4,0,10.94577222,2.69,,,0,950,6353,1.14,1.08
2880,Kepler-164 d,1,4,0,28.9868326,2.46,,,0,687,6353,1.14,1.08
2881,Kepler-164 e,1,4,0,94.885768,3.79,,,0,462,6353,1.14,1.08
2882,Kepler-1640 b,1,1,0,7.5844126,5.49,,,0,1222,6266,1.63,1.34
2883,Kepler-1641 b,1,2,0,,2.912,,,,,6484,1.06,
2884,Kepler-1641 c,1,2,0,32.65428815,,,,,,6057,1.06,1.13
2885,Kepler-1642 b,1,2,0,12.2057513,5.83,,,0,895,5254,1.51,0.94
2886,Kepler-1642 c,1,2,0,6.6513802,4.87,,,0,1095,5254,1.51,0.94
2887,Kepler-1643 b,1,1,0,5.342657,2.32,,,,,4916,0.85,0.84
2888,Kepler-1644 b,1,1,0,21.0907758,1.88,,,,,5499,0.86,0.89
2889,Kepler-1645 b,1,1,0,,3.026,,,,,5926,1.44,
2890,Kepler-1646 b,1,1,0,4.48556296,,,,,,3391,0.37,0.36
2891,Kepler-1647 b,2,1,0,1107.5923,11.874,483,483,0.0581,,6210,1.79,1.22
2892,Kepler-1649 b,1,2,0,8.68907042,0.57,,,0,211,2703,0.12,0.1
2893,Kepler-1649 c,1,2,0,19.5352551,,,,,,3269,0.23,0.2
2894,Kepler-165 b,1,2,0,8.1808949,2.1,,,0,716,5081,0.77,0.86
2895,Kepler-165 c,1,2,0,15.31289808,,,,,,5155,0.73,0.87
2896,Kepler-1650 b,1,1,0,1.53818095,1,,,0,602,3364,0.27,0.26
2897,Kepler-1651 b,2,1,0,9.8847,1.15,,,0,320,3240,0.27,0.21
2898,Kepler-1652 b,1,1,0,38.0972378,1.12,,,0,229,3482,0.35,0.36
2899,Kepler-1653 b,1,1,0,140.251943,,,,,,,,
2900,Kepler-1654 b,1,1,0,1047.8356,9.18,158.915,158.915,0.26,206,5597,1.18,1.01
2901,Kepler-1655 b,1,1,0,11.8728787,2.213,5,5,,,6148,1.03,1.03
2902,Kepler-1656 b,1,2,0,31.578659,5.02,48.6,48.6,0.836,651,5731,1.1,1.03
2903,Kepler-1656 c,1,2,0,1919,,126.4,126.4,0.527,,,1.1,1.03
2904,Kepler-1658 b,1,1,0,3.84938456,16.809,,,,2307,5843.47,3.91,
2905,Kepler-166 b,1,3,0,,2.416,,,,,5175,0.78,
2906,Kepler-166 c,1,3,0,34.25951372,2.49,,,0,473,5413,0.76,0.82
2907,Kepler-166 d,1,3,0,1.55400389,,,,,,5230,0.78,0.89
2908,Kepler-1660 AB b,2,1,0,239.5044,,1586.59941,1586.59941,0.05541,,,1.49,1.14
2909,Kepler-1661 b,2,1,0,175.06,3.87,17,17,0.057,243,5100,0.76,0.84
2910,Kepler-1663 b,1,1,0,17.60461401,,,,,,3844,0.63,0.61
2911,Kepler-1664 b,1,1,0,14.3868109,2.75,,,0,810,5914,1.15,1.08
2912,Kepler-1665 b,1,1,0,11.95475266,2.31,,,0,655,5098,0.79,0.75
2913,Kepler-1666 b,1,2,0,25.8474596,2.57,,,0,672,6297,1.03,1.08
2914,Kepler-1666 c,1,2,0,40.7155403,2.97,,,0,578,6297,1.03,1.08
2915,Kepler-1667 b,1,1,0,83.5781976,,,,,,5941.54,1.09,1.09
2916,Kepler-1668 b,1,1,0,15.434,4.348,,,,,5542,1.02,0.98
2917,Kepler-1669 b,1,3,0,9.51221128,2.4,,,0,496,4056,0.56,0.57
2918,Kepler-1669 c,1,3,0,1.60932005,1.901,,,,,4224,0.6,0.61
2919,Kepler-1669 d,1,3,0,4.72941969,1.38,,,0,626,4056,0.56,0.57
2920,Kepler-167 b,2,4,0,4.3931632,1.615,,,0,914,4890,0.73,0.77
2921,Kepler-167 c,2,4,0,7.406105,1.54,,,0,705,4909,0.7,0.71
2922,Kepler-167 d,2,4,0,21.803708,1.11,,,0,473,4799,0.69,0.78
2923,Kepler-167 e,2,4,0,1071.23228,10.15,,,0.062,131,4890,0.73,0.77
2924,Kepler-1670 b,1,1,0,20.4998373,2.5,,,0,734,6233,1.08,1.09
2925,Kepler-1671 b,1,1,0,4.16787814,,,,,,5135.55,0.93,0.87
2926,Kepler-1672 b,1,1,0,150.8779906,3.16,,,0,411,6192,1.23,0.94
2927,Kepler-1673 b,1,1,0,33.7888028,,,,,,6014.95,1.13,1.11
2928,Kepler-1674 b,1,1,0,62.5613879,3.54,,,0,417,5662,0.84,0.94
2929,Kepler-1675 b,1,1,0,63.0381121,2.73,,,0,493,6085,1.09,1.14
2930,Kepler-1676 b,1,1,0,29.92208104,,,,,,5878.3,1.06,
2931,Kepler-1677 b,1,1,0,22.0640623,2.31,,,0,726,6215,1.15,1.2
2932,Kepler-1678 b,1,1,0,147.97391,3.33,,,0,329,5578,0.95,0.91
2933,Kepler-1679 b,1,1,0,9.75374033,1.87,,,0,813,5806,0.9,1
2934,Kepler-168 b,1,2,0,4.42534621,2.12,,,,,6364,1.48,1.3
2935,Kepler-168 c,1,2,0,,3.343,,,,,5947,1.39,
2936,Kepler-1680 b,1,1,0,8.77426218,1.42,,,0,771,5146,0.91,0.83
2937,Kepler-1681 b,1,1,0,69.8957158,1.84,,,0,387,5509,0.76,0.72
2938,Kepler-1682 b,1,1,0,14.83329152,,,,,,5619.12,0.84,0.99
2939,Kepler-1683 b,1,1,0,15.03366411,1.7,,,0,669,5523,0.89,0.97
2940,Kepler-1684 b,1,1,0,47.7054612,3.62,,,0,341,4505,0.67,0.67
2941,Kepler-1685 b,1,1,0,20.4904029,3.07,,,0,625,5681,0.92,1.04
2942,Kepler-1686 b,1,1,0,9.30955,1,,,0,898,6123,0.98,1.07
2943,Kepler-1687 b,1,1,0,5.77957133,1.5,,,0,598,4102,0.58,0.6
2944,Kepler-1688 b,1,1,0,5.620047,2.3,,,0,740,4797,0.7,0.69
2945,Kepler-1689 b,1,1,0,8.48299282,0.8,,,0,879,5827,0.93,0.94
2946,Kepler-169 b,1,5,0,,1.149,,,,,5046,0.73,
2947,Kepler-169 c,1,5,0,6.195469,1.21,,,,,4997,0.76,
2948,Kepler-169 d,1,5,0,,1.394,,,,,5046,0.73,
2949,Kepler-169 e,1,5,0,13.76708539,2.75,,,0,678,5173,0.94,0.85
2950,Kepler-169 f,1,5,0,87.09046342,,,,,,4930,0.77,0.81
2951,Kepler-1690 b,1,1,0,234.635652,,,,,,5404,0.86,0.94
2952,Kepler-1691 b,1,1,0,3.84822189,,,,,,6000,1.13,1.11
2953,Kepler-1692 b,1,1,0,5.95958637,1.02,,,0,897,5452,0.9,1.01
2954,Kepler-1693 b,1,2,0,12.09997831,1.12,,,0,729,5693,0.86,0.95
2955,Kepler-1693 c,1,2,0,5.36374214,0.95,,,0,957,5693,0.86,0.95
2956,Kepler-1694 b,1,1,0,3.89524296,,,,,,4954,0.76,0.82
2957,Kepler-1695 b,1,1,0,4.73292085,1.03,,,0,954,5583,0.79,0.86
2958,Kepler-1696 b,1,1,0,65.9407869,2.33,,,0,454,5982,0.96,1.05
2959,Kepler-1697 b,1,1,0,33.4976313,2.13,,,0,630,4928,1.69,0.96
2960,Kepler-1698 b,1,1,0,1.21069328,180.72,,,0,1356,5019,0.75,0.72
2961,Kepler-1699 b,1,1,0,3.49078834,1.41,,,0,1013,5513,0.72,0.79
2962,Kepler-17 b,1,1,0,1.48571095,14.65,,,,,5680,1.01,1.03
2963,Kepler-170 b,1,2,0,7.93058352,3.05,,,0,899,5674,1.03,1.09
2964,Kepler-170 c,1,2,0,16.66591162,2.72,,,0,685,5655,0.99,1.08
2965,Kepler-1700 b,1,1,0,234.244257,3.14,,,0,335,6299,1.17,1.25
2966,Kepler-1701 b,1,1,0,169.134,2.222,,,,,5146,0.84,0.87
2967,Kepler-1702 b,1,1,0,18.5010898,,,,,,5093,0.73,0.85
2968,Kepler-1704 b,1,1,0,988.8811177,10.81,,,0,223,5755,1.55,1.1
2969,Kepler-1705 b,1,2,0,9.0194714,,,,,,6362,1.29,1.27
2970,Kepler-1705 c,1,2,0,11.28,2.05,5.42,5.42,0.028,,6312,1.26,1.14
2971,Kepler-1708 b,1,1,0,737.1131,9.96,1462.01067,1462.01067,0.4,,6157,1.12,1.09
2972,Kepler-1709 b,1,1,0,65.7045275,,,,,,5789.91,1.14,1.04
2973,Kepler-171 b,1,3,0,4.166972,2.34,,,,,5642,0.84,
2974,Kepler-171 c,1,3,0,,2.98,,,,,5529,0.94,
2975,Kepler-171 d,1,3,0,39.595519,1.89,,,,,5642,0.84,
2976,Kepler-1710 b,1,1,0,14.910755,2.95,,,0,703,5531,0.95,0.91
2977,Kepler-1711 b,1,1,0,21.0607072,,,,,,5745.26,1.09,
2978,Kepler-1712 b,1,1,0,13.81504449,1.91,,,0,391,3732,0.51,0.52
2979,Kepler-1713 b,1,1,0,18.01167665,1.75,,,0,893,6463,1.45,1.32
2980,Kepler-1714 b,1,1,0,10.27532513,,,,,,6088.22,2.16,1.14
2981,Kepler-1715 b,1,1,0,35.5969684,,,,,,6033.33,1.48,1.12
2982,Kepler-1716 b,1,1,0,35.58349688,2.03,,,0,408,4894,0.68,0.75
2983,Kepler-1717 b,1,1,0,30.6528935,,,,,,6591.89,1.52,1.37
2984,Kepler-1718 b,1,1,0,135.1880555,,,,,,5839.24,0.93,1.05
2985,Kepler-1719 b,1,1,0,6.14955299,3.47,,,0,1287,5687,1.77,1.08
2986,Kepler-172 b,1,4,0,2.94030482,2.59,,,0,1256,5527,1.05,0.96
2987,Kepler-172 c,1,4,0,6.38901755,2.35,,,0,968,5583,1.01,0.9
2988,Kepler-172 d,1,4,0,14.62707812,,,,,,5429,1.09,0.95
2989,Kepler-172 e,1,4,0,35.1184432,,,,,,5429,1.09,0.95
2990,Kepler-1720 b,1,1,0,12.70637048,3.17,,,0,703,5582,0.85,0.94
2991,Kepler-1721 b,1,1,0,4.59239084,2.57,,,0,927,5361,0.8,0.89
2992,Kepler-1722 b,1,1,0,9.17858057,2.33,,,0,758,5500,0.8,0.86
2993,Kepler-1723 b,1,1,0,39.75266676,,,,,,5665.31,1.08,1.01
2994,Kepler-1724 b,1,1,0,6.45441745,,,,,,5726,1.08,1.02
2995,Kepler-1725 b,1,1,0,16.71990013,2.813,,,,,6020,1.08,1.05
2996,Kepler-1726 b,1,1,0,18.39628156,2.44,,,0,630,5470,0.88,0.85
2997,Kepler-1727 b,1,1,0,9.02929974,3.173,,,,,5349,0.82,0.82
2998,Kepler-1728 b,1,1,0,4.78300451,2.76,,,0,886,5170,0.81,0.89
2999,Kepler-1729 b,1,1,0,4.220959,2.77,,,0,691,4389,0.56,0.63
3000,Kepler-173 b,1,2,0,,1.512,,,,,5941,1.1,
3001,Kepler-173 c,1,2,0,8.00578366,2.41,,,0,956,6032,0.94,0.79
3002,Kepler-1730 b,1,1,0,13.81020094,4.75,,,0,833,5942,1.14,1.01
3003,Kepler-1731 b,1,1,0,21.76129812,,,,,,4923.57,0.69,0.81
3004,Kepler-1732 b,1,1,0,32.3123975,2.88,,,0,582,6000,0.97,1.04
3005,Kepler-1733 b,1,1,0,9.22958009,2.31,,,0,959,6363,1.03,1.08
3006,Kepler-1734 b,1,1,0,6.79685353,2.01,,,0,985,6061,0.97,1.05
3007,Kepler-1735 b,1,1,0,7.71790675,0.9,,,0,502,3975,0.51,0.54
3008,Kepler-1736 b,1,1,0,37.8101174,2.44,,,0,566,6085,0.97,0.98
3009,Kepler-1737 b,1,1,0,64.61722273,,,,,,,,
3010,Kepler-1738 b,1,1,0,7.67465618,2.33,,,0,957,6063,1,1.08
3011,Kepler-1739 b,1,1,0,7.34372823,1.9,,,0,838,5734,0.77,0.84
3012,Kepler-174 b,1,3,0,13.98177862,2.09,,,0,553,4859,0.65,0.64
3013,Kepler-174 c,1,3,0,44.0004287,1.62,,,,,4949,0.68,0.71
3014,Kepler-174 d,1,3,0,247.354265,2.1,,,0,194,4590,0.59,0.58
3015,Kepler-1740 b,1,1,0,8.17242018,3.75,,,0,918,5993,0.99,1.09
3016,Kepler-1741 b,1,1,0,2.75759025,1.17,,,0,640,3712,0.46,0.48
3017,Kepler-1742 b,1,1,0,49.4781649,1.95,,,0,462,5767,0.85,0.94
3018,Kepler-1743 b,1,1,0,7.64972303,1.78,,,0,1258,5720,2.02,1.23
3019,Kepler-1744 b,1,1,0,37.10110092,3.768,,,,,5986,0.85,0.89
3020,Kepler-1745 b,1,1,0,3.01618319,1.67,,,0,1305,6043,1,1.06
3021,Kepler-1746 b,1,1,0,321.2125073,5.06,,,0,268,5982,0.9,0.87
3022,Kepler-1747 b,1,1,0,6.23033032,4.11,,,0,875,5477,0.86,0.98
3023,Kepler-1748 b,1,1,0,5.82349237,2.71,,,0,955,5774,0.86,0.92
3024,Kepler-1749 b,1,1,0,14.53410833,1.36,,,0,420,3957,0.55,0.55
3025,Kepler-175 b,1,2,0,11.90350858,2.72,,,0,827,6063,1,1.08
3026,Kepler-175 c,1,2,0,34.03524271,,,,,,5721,1.27,1.02
3027,Kepler-1750 b,1,1,0,205.9120026,6.004,,,,,5644,0.97,0.98
3028,Kepler-1751 b,1,1,0,7.01734994,1.56,,,0,984,6052,0.97,0.97
3029,Kepler-1752 b,1,1,0,56.3587987,,,,,,5214,0.77,0.89
3030,Kepler-1753 b,1,1,0,16.00454026,2.27,,,0,586,5178,0.78,0.85
3031,Kepler-1754 b,1,1,0,8.19596647,,,,,,4553,0.79,0.72
3032,Kepler-1755 b,1,1,0,24.81093193,4.4,,,0,631,6086,0.92,1
3033,Kepler-1756 b,1,1,0,2.35574643,1.34,,,0,1083,4962,0.77,0.74
3034,Kepler-1757 b,1,1,0,19.65644811,2.56,,,0,550,5284,0.74,0.82
3035,Kepler-1758 b,1,1,0,9.97741,1.72,,,0,800,5818,0.87,0.98
3036,Kepler-1759 b,1,1,0,3.720226,0.94,,,0,908,4969,0.72,0.73
3037,Kepler-176 b,1,4,0,,1.552,,,,,5106,0.8,
3038,Kepler-176 c,1,4,0,12.75934489,,,,,,5047,0.82,0.84
3039,Kepler-176 d,1,4,0,25.75260028,2.9,,,0,539,5229,0.88,0.83
3040,Kepler-176 e,1,4,0,51.16579,1.45,,,,,5295,0.83,0.87
3041,Kepler-1760 b,1,1,0,38.3262237,2.43,,,0,480,5229,0.9,0.82
3042,Kepler-1761 b,1,1,0,4.04355143,0.92,,,0,582,3767,0.48,0.49
3043,Kepler-1762 b,1,1,0,29.53910065,2.76,,,,,6572,1.24,1.3
3044,Kepler-1763 b,1,1,0,1.48028059,0.98,,,0,1821,5897,1.26,1.03
3045,Kepler-1764 b,1,1,0,70.468171,3.46,,,0,511,6461,1.13,1.16
3046,Kepler-1765 b,1,1,0,10.4188915,3.17,,,0,855,5692,1.06,0.95
3047,Kepler-1766 b,1,1,0,105.0141157,1.89,,,0,410,5855,1.07,0.92
3048,Kepler-1767 b,1,1,0,59.65943,2.9,,,0,378,5349,0.69,0.75
3049,Kepler-1768 b,1,1,0,15.13591895,2.54,,,0,933,6047,1.56,1.2
3050,Kepler-1769 b,1,1,0,89.1934705,3.35,,,0,468,6277,1.13,1.03
3051,Kepler-177 b,1,2,0,36.85478,2.9,,,0,598,6197,1.07,1.09
3052,Kepler-177 c,1,2,0,49.41121127,6.77,,,0,497,5768,1.01,1.02
3053,Kepler-1770 b,1,1,0,16.84183355,,,,,,5520,0.86,0.97
3054,Kepler-1771 b,1,1,0,88.6442364,2.5,,,0,389,5861,0.87,0.97
3055,Kepler-1772 b,1,1,0,3.21510938,1.54,,,0,1155,5541,0.93,0.94
3056,Kepler-1773 b,1,1,0,40.80953,3.2,,,0,608,6250,1.17,1.11
3057,Kepler-1774 b,1,1,0,59.7711437,2.88,,,0,522,6214,1.12,1.1
3058,Kepler-1775 b,1,1,0,85.6535849,2.21,,,0,430,6092,1,1.07
3059,Kepler-1776 b,1,1,0,35.01198785,2.2,,,0,608,6345,1.01,1.07
3060,Kepler-1777 b,1,1,0,12.18420006,2.59,,,0,819,5771,1.07,0.98
3061,Kepler-1778 b,1,1,0,10.08746035,2.92,,,0,955,6343,1.14,1.21
3062,Kepler-1779 b,1,1,0,16.34356447,2.5,,,0,646,5637,0.82,0.9
3063,Kepler-178 b,1,3,0,9.57665595,,,,,,5418,0.89,0.94
3064,Kepler-178 c,1,3,0,20.55280793,2.94,,,0,683,5675,1.04,0.86
3065,Kepler-178 d,1,3,0,,2.746,,,,,5386,0.9,
3066,Kepler-1780 b,1,1,0,109.4449666,3.21,,,0,328,5508,0.77,0.84
3067,Kepler-1781 b,1,1,0,4.88753368,,,,,,5190,0.82,0.88
3068,Kepler-1782 b,1,1,0,5.75624255,2.67,,,0,834,5006,0.83,0.79
3069,Kepler-1783 b,1,1,0,8.27745764,,,,,,5111.02,0.76,0.86
3070,Kepler-1784 b,1,1,0,13.59056583,3.2,,,0,724,5442,0.97,0.89
3071,Kepler-1785 b,1,1,0,19.58579,2.2,,,0,675,6006,0.94,1.04
3072,Kepler-1786 b,1,1,0,78.5461638,2.63,,,0,434,6032,0.97,1.05
3073,Kepler-1787 b,1,1,0,39.3135699,,,,,,5808,0.88,1.04
3074,Kepler-1788 b,1,1,0,2.80011812,1.97,,,0,956,4786,0.7,0.69
3075,Kepler-1789 b,1,1,0,80.23247,3.6,,,0,393,5656,0.88,0.91
3076,Kepler-179 b,1,2,0,2.73590337,1.58,,,0,1072,5294,0.76,0.85
3077,Kepler-179 c,1,2,0,6.4001418,,,,,,5218.43,0.89,0.89
3078,Kepler-1790 b,1,1,0,31.58844,1.97,,,0,588,6066,0.96,1.05
3079,Kepler-1791 b,1,1,0,7.72084349,1.96,,,0,1077,6218,1.17,0.97
3080,Kepler-1792 b,1,1,0,4.1957798,2.52,,,,,5229,1,0.88
3081,Kepler-1793 b,1,1,0,8.77997349,2.12,,,0,713,5191,0.76,0.85
3082,Kepler-1794 b,1,1,0,9.76293284,,,,,,4940,0.68,0.81
3083,Kepler-1795 b,1,1,0,13.36020599,1.91,,,0,525,4491,0.71,0.76
3084,Kepler-1796 b,1,1,0,29.4557154,2.21,,,0,598,6036,0.95,1.02
3085,Kepler-1797 b,1,1,0,23.3594822,2.95,,,0,684,6244,1.01,1.07
3086,Kepler-1798 b,1,1,0,16.85592593,1.7,,,0,408,3967,0.59,0.59
3087,Kepler-1799 b,1,1,0,11.92957,2.6,,,0,751,5796,0.87,0.98
3088,Kepler-18 b,1,3,0,3.50468755,2.11,,,0,1165,5356,1.05,0.88
3089,Kepler-18 c,1,3,0,,4.295,,,,,5441,0.92,
3090,Kepler-18 d,1,3,0,14.85891269,5.96,,,0,720,5356,1.05,0.88
3091,Kepler-180 b,1,2,0,13.81731817,1.51,,,0,781,5735,1.03,0.88
3092,Kepler-180 c,1,2,0,41.8853868,,,,,,5437,0.97,0.95
3093,Kepler-1800 b,1,1,0,4.562143,1.59,,,0,1301,5404,1.55,0.91
3094,Kepler-1801 b,1,2,0,10.44091127,3.14,,,0,829,5738,0.98,0.94
3095,Kepler-1801 c,1,2,0,116.583183,,,,,,5455,0.87,0.95
3096,Kepler-1802 b,1,2,0,7.7251,0.95,,,0,570,4356,0.57,0.6
3097,Kepler-1802 c,1,2,0,33.13610077,2.322,,,,,4245,0.64,0.65
3098,Kepler-1804 b,1,1,0,12.28849983,1.596,,,,,5109,1.67,0.93
3099,Kepler-1805 b,1,1,0,8.84794045,1.545,,,,,3867,0.55,0.58
3100,Kepler-1806 b,1,1,0,9.03326435,1.96,,,0,729,5311,0.79,0.88
3101,Kepler-1807 b,1,1,0,10.86062378,,,,,,6363.16,1.65,1.27
3102,Kepler-1808 b,1,1,0,23.34036251,2.21,,,0,601,5530,0.89,0.77
3103,Kepler-1809 b,1,1,0,3.7572947,1.23,,,0,877,4901,0.72,0.81
3104,Kepler-181 b,1,2,0,3.13786516,,,,,,5153.84,0.81,0.87
3105,Kepler-181 c,1,2,0,4.302149,1.99,,,,,5333,0.75,
3106,Kepler-1810 b,1,1,0,101.1323475,3.87,,,0,380,5492,1.02,0.92
3107,Kepler-1811 b,1,1,0,76.42230225,3.848,,,,,5561,1.19,0.95
3108,Kepler-1812 b,1,1,0,7.16521372,2.49,,,0,1034,6174,1.1,1.16
3109,Kepler-1813 b,1,1,0,2.81816006,1.413,,,,,5167,0.79,0.81
3110,Kepler-1814 b,1,2,0,2.93535933,2.62,,,0,1023,4922,0.82,0.79
3111,Kepler-1814 c,1,2,0,0.62628138,1.71,,,0,1708,4922,0.82,0.79
3112,Kepler-1815 b,1,1,0,12.191471,2.5,,,0,751,5480,0.94,0.83
3113,Kepler-1816 b,1,1,0,91.50099945,1.968,,,,,5051,0.71,0.79
3114,Kepler-1817 b,1,1,0,44.2993483,,,,,,5318,0.76,0.92
3115,Kepler-1818 b,1,1,0,4.64493642,1.48,,,0,1209,6047,1.13,1.02
3116,Kepler-1819 b,1,1,0,16.48683,10.4,,,0,712,5986,0.93,1.03
3117,Kepler-182 b,1,2,0,9.826141,,,,,,5883.25,1.43,1.07
3118,Kepler-182 c,1,2,0,20.68422311,3.69,,,0,742,6215,1.15,1.2
3119,Kepler-1820 b,1,1,0,31.03255293,,,,,,5563,1.05,0.98
3120,Kepler-1821 b,1,1,0,16.45818035,,,,,,5524.03,0.95,0.97
3121,Kepler-1822 b,1,1,0,22.1339,2.02,,,0,513,5196,0.72,0.82
3122,Kepler-1823 b,1,1,0,21.10325899,1.72,,,0,804,6483,1.23,1.12
3123,Kepler-1824 b,1,1,0,95.609845,2.47,,,0,449,6289,1.1,1.07
3124,Kepler-1825 b,1,1,0,1.0258577,1.35,,,0,1468,5035,0.79,0.75
3125,Kepler-1826 b,1,1,0,1.61535781,1.37,,,0,806,3821,0.49,0.49
3126,Kepler-1827 b,1,1,0,3.70061994,1.856,,,,,5423,1.4,0.92
3127,Kepler-1828 b,1,1,0,10.27380957,,,,,,5528,0.96,0.97
3128,Kepler-1829 b,1,1,0,5.18674073,2.22,,,0,862,5231,0.78,0.87
3129,Kepler-183 b,1,2,0,5.68799383,,,,,,5670.06,1.07,1.01
3130,Kepler-183 c,1,2,0,11.63701734,2.39,,,0,791,5888,0.94,1.04
3131,Kepler-1830 b,1,1,0,56.4932269,2.13,,,0,530,6412,1.04,1.08
3132,Kepler-1831 b,1,1,0,5.78388573,2.32,,,0,1051,6063,1.01,1.12
3133,Kepler-1832 b,1,1,0,3.138691,1.8,,,0,1101,5314,0.86,0.8
3134,Kepler-1833 b,1,1,0,6.8921299,1.3,,,,,6164,1.45,1.29
3135,Kepler-1834 b,1,2,0,4.60300256,,,,,,4798,0.75,0.78
3136,Kepler-1834 c,1,2,0,0.76668953,1.11,,,0,1491,4894,0.7,0.72
3137,Kepler-1835 b,1,1,0,11.96407399,,,,,,5672,1.13,1.01
3138,Kepler-1836 b,1,1,0,5.25408,1.82,,,0,1000,5874,0.89,1.06
3139,Kepler-1837 b,1,1,0,5.90577,1.55,,,0,990,5938,0.92,1.02
3140,Kepler-1838 b,1,1,0,12.14692791,1.14,,,0,911,6006,1.26,1.08
3141,Kepler-1839 b,1,1,0,5.05661302,,,,,,5633,1.31,1
3142,Kepler-184 b,1,3,0,10.68757479,2.42,,,0,785,5783,0.86,0.87
3143,Kepler-184 c,1,3,0,20.30303506,,,,,,5437.21,0.87,0.95
3144,Kepler-184 d,1,3,0,29.02235261,2.53,,,0,563,5783,0.86,0.87
3145,Kepler-1840 b,1,1,0,131.1897,2.01,,,0,263,4835,0.68,0.7
3146,Kepler-1841 b,1,1,0,25.886129,1.58,,,0,577,5506,0.91,0.82
3147,Kepler-1842 b,1,1,0,14.02625,2.2,,,0,809,5908,1.09,0.97
3148,Kepler-1843 b,1,1,0,25.5433704,,,,,,5281.7,2.3,
3149,Kepler-1844 b,1,1,0,3.92451,3.036,,,,,5776,0.85,0.94
